"","Year","State","Fruit","Category","Item","Meas Type","Metric","Domain","Type","Name","Code","Value"
"485",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ","6800","(D)"
"486",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ","55809","(D)"
"487",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","TOTAL",NA,"71"
"488",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","FERTILIZER",NA,"NITROGEN",NA,"61"
"489",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","FERTILIZER",NA,"PHOSPHATE",NA,"63"
"490",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","FERTILIZER",NA,"POTASH",NA,"72"
"491",2023,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","FERTILIZER",NA,"SULFUR",NA,"(D)"
"492",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," ACRES HARVESTED",NA,NA,"TOTAL",NA,NA,NA,"14,100"
"493",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN ","128111","(D)"
"494",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYRIOFENONE ","28828","(D)"
"495",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","ZOXAMIDE ","101702","(D)"
"496",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","METSULFURON-METHYL ","122010","(D)"
"497",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","PENOXSULAM ","119031","(D)"
"498",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","S-METOLACHLOR ","108800","(D)"
"499",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN ","118831","(D)"
"500",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE ","144022","(D)"
"501",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","OXAMYL ","103801","(D)"
"502",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE ","36011","(D)"
"503",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","DODECADIEN-1-OL ","129028","(D)"
"504",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","FLUENSULFONE ","50410","(D)"
"505",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","GIBBERELLIC ACID ","43801","(D)"
"506",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN ","128111","(D)"
"507",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","PYRIOFENONE ","28828","(D)"
"508",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","ZOXAMIDE ","101702","(D)"
"509",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," HERBICIDE","METSULFURON-METHYL ","122010","(D)"
"510",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," HERBICIDE","PENOXSULAM ","119031","(D)"
"511",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," HERBICIDE","S-METOLACHLOR ","108800","(D)"
"512",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN ","118831","(D)"
"513",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE ","144022","(D)"
"514",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","OXAMYL ","103801","(D)"
"515",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE ","36011","(D)"
"516",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," OTHER","DODECADIEN-1-OL ","129028","(D)"
"517",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," OTHER","FLUENSULFONE ","50410","(D)"
"518",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," OTHER","GIBBERELLIC ACID ","43801","(D)"
"519",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN ","128111","(D)"
"520",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PYRIOFENONE ","28828","(D)"
"521",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","ZOXAMIDE ","101702","(D)"
"522",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","METSULFURON-METHYL ","122010","(D)"
"523",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","PENOXSULAM ","119031","(D)"
"524",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","S-METOLACHLOR ","108800","(D)"
"525",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN ","118831","(D)"
"526",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE ","144022","(D)"
"527",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","OXAMYL ","103801","(D)"
"528",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE ","36011","(D)"
"529",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," OTHER","DODECADIEN-1-OL ","129028","(D)"
"530",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," OTHER","FLUENSULFONE ","50410","(D)"
"531",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / YEAR","CHEMICAL"," OTHER","GIBBERELLIC ACID ","43801","(D)"
"532",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN ","128111","(D)"
"533",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," FUNGICIDE","PYRIOFENONE ","28828","(D)"
"534",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," FUNGICIDE","ZOXAMIDE ","101702","(D)"
"535",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," HERBICIDE","METSULFURON-METHYL ","122010","(D)"
"536",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," HERBICIDE","PENOXSULAM ","119031","(D)"
"537",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," HERBICIDE","S-METOLACHLOR ","108800","(D)"
"538",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN ","118831","(D)"
"539",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE ","144022","(D)"
"540",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","OXAMYL ","103801","(D)"
"541",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE ","36011","(D)"
"542",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","DODECADIEN-1-OL ","129028","(D)"
"543",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","FLUENSULFONE ","50410","(D)"
"544",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","GIBBERELLIC ACID ","43801","(D)"
"545",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN ","128111","(D)"
"546",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRIOFENONE ","28828","(D)"
"547",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","ZOXAMIDE ","101702","(D)"
"548",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","METSULFURON-METHYL ","122010","(D)"
"549",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","PENOXSULAM ","119031","(D)"
"550",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","S-METOLACHLOR ","108800","(D)"
"551",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN ","118831","(D)"
"552",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE ","144022","(D)"
"553",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","OXAMYL ","103801","(D)"
"554",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE ","36011","(D)"
"555",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","DODECADIEN-1-OL ","129028","(D)"
"556",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","FLUENSULFONE ","50410","(D)"
"557",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","GIBBERELLIC ACID ","43801","(D)"
"558",2023,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," YIELD",NA," MEASURED IN CWT / ACRE","TOTAL",NA,NA,NA,"210"
"559",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ","128810","100"
"560",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727 ","16489","(NA)"
"561",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BOSCALID ","128008","(D)"
"562",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CAPTAN ","81301","144,000"
"563",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CHLOROTHALONIL ","81901","(D)"
"564",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ","23501","(D)"
"565",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ","23401","(D)"
"566",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CYFLUFENAMID ","555550","(D)"
"567",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CYMOXANIL ","129106","(D)"
"568",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CYPRODINIL ","288202","9,700"
"569",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ","128847","(D)"
"570",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FAMOXADONE ","113202","(D)"
"571",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FENHEXAMID ","90209","(D)"
"572",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ","71503","6,100"
"573",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUOPYRAM ","80302","(D)"
"574",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ","138009","(D)"
"575",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FOSETYL-AL ","123301","(D)"
"576",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","IPRODIONE ","109801","(D)"
"577",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","ISOFETAMID ","270000","(D)"
"578",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MANCOZEB ","14504","(D)"
"579",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MEFENOXAM ","113502","(D)"
"580",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ","76416","(D)"
"581",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ","90112","(D)"
"582",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ","122101","(D)"
"583",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYDIFLUMETOFEN ","90110","(D)"
"584",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ","99100","(D)"
"585",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ","288201","(D)"
"586",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","SULFUR ","77501","(D)"
"587",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TETRACONAZOLE ","120603","(D)"
"588",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ","102001","(D)"
"589",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","THIRAM ","79801","112,100"
"590",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TOTAL",NA,"302,700"
"591",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE ","128879","(D)"
"592",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","2,4-D, DIMETH. SALT ","30019","(D)"
"593",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","CLETHODIM ","121011","(D)"
"594",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","FLUMIOXAZIN ","129034","(D)"
"595",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ","103601","(D)"
"596",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","PARAQUAT ","61601","(D)"
"597",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","TOTAL",NA,"9,900"
"598",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ABAMECTIN ","122804","100"
"599",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ACETAMIPRID ","99050","500"
"600",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BIFENAZATE ","586","(D)"
"601",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BIFENTHRIN ","128825","100"
"602",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ","6522","(NA)"
"603",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ","90100","400"
"604",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE ","90098","(D)"
"605",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","DIAZINON ","57801","(D)"
"606",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FENPROPATHRIN ","127901","(D)"
"607",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE ","122304","(D)"
"608",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX ","128849","(D)"
"609",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","IMIDACLOPRID ","129099","(D)"
"610",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN ","128897","(D)"
"611",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","MALATHION ","57701","(D)"
"612",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","METHOMYL ","90301","(D)"
"613",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NALED ","34401","(D)"
"614",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NOVALURON ","124002","1,500"
"615",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE ","67501","(D)"
"616",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PYRETHRINS ","69001","(D)"
"617",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINETORAM ","110007","(D)"
"618",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINOSAD ","110003","(D)"
"619",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SULFOXAFLOR ","5210","(D)"
"620",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ","60109","400"
"621",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","TOTAL",NA,"12,300"
"622",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CYTOKININS ","116801","(D)"
"623",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","FLUTRIAFOL ","128940","(D)"
"624",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","INDOLEBUTYRIC ACID ","46701","(D)"
"625",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","METAM-POTASSIUM ","39002","(D)"
"626",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ","6800","(NA)"
"627",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","TOTAL",NA,"5,100"
"628",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","FERTILIZER",NA,"NITROGEN",NA,"283,000"
"629",2023,"FLORIDA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","FERTILIZER",NA,"PHOSPHATE",NA,"52,000"
