"","Year","State","State ANSI","Commodity","Fruit","Category","Item","Metric","Domain","Domain Category","Value","CV (%)"
"117",2022,"CALIFORNIA","06","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","-24,247,000","-58.6"
"118",2022,"CALIFORNIA","06","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","-114,941,000","-37.5"
"119",2022,"CALIFORNIA","06","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","TOTAL","NOT SPECIFIED","11,674,188,000","7.4"
"120",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (1,000 TO 4,999 $)","6,129,000","9.7"
"121",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (10,000 TO 24,999 $)","36,478,000","12.3"
"122",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (25,000 TO 49,999 $)","57,932,000","9.4"
"123",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (5,000 TO 9,999 $)","11,597,000","10.8"
"124",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (50,000 OR MORE $)","3,333,914,000","5.2"
"125",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","NET GAIN","NET GAIN: (LESS THAN 1,000 $)","452,000","16.2"
"126",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - GAIN"," MEASURED IN $","TOTAL","NOT SPECIFIED","3,446,500,000","5.1"
"127",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (1,000 TO 4,999 $)","22,953,000","10.0"
"128",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (10,000 TO 24,999 $)","132,964,000","8.6"
"129",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (25,000 TO 49,999 $)","132,339,000","9.6"
"130",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (5,000 TO 9,999 $)","49,391,000","9.0"
"131",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (50,000 OR MORE $)","753,698,000","8.3"
"132",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (LESS THAN 1,000 $)","716,000","9.8"
"133",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - LOSS"," MEASURED IN $","TOTAL","NOT SPECIFIED","1,092,060,000","7.0"
"134",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","309,366,000","19.8"
"135",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","3,887,000","(H)"
"136",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","232,432,000","44.1"
"137",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","85,037,000","16.8"
"138",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","47,097,000","25.6"
"139",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","84,339,000","26.2"
"140",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","984,558,000","7.0"
"141",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","87,509,000","10.5"
"142",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","131,097,000","33.1"
"143",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","115,499,000","17.5"
"144",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","198,473,000","24.6"
"145",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","75,146,000","22.2"
"146",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","-50,931,000","-13.1"
"147",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","2,535,231,000","5.9"
"148",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","-48,226,000","-29.3"
"149",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","22,511,000","90.0"
"150",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","-49,401,000","-12.9"
"151",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","-21,504,000","-67.9"
"152",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","96,770,000","26.2"
"153",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","-44,275,000","-25.4"
"154",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","18,118,000","83.4"
"155",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","121,833,000","28.4"
"156",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","-225,686,000","-23.1"
"157",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","-50,501,000","-12.5"
"158",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","2,530,625,000","5.9"
"159",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","-48,476,000","-29.3"
"160",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","25,977,000","85.5"
"161",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","-47,676,000","-14.8"
"162",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","-21,358,000","-63.5"
"163",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","104,931,000","25.4"
"164",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","-45,059,000","-25.1"
"165",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","17,114,000","83.6"
"166",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","113,832,000","33.3"
"167",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","-224,969,000","-23.9"
"168",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","8,958,000","(H)"
"169",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","463,292,000","9.4"
"170",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","249,540,000","12.0"
"171",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","1,032,858,000","14.0"
"172",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","402,459,000","17.2"
"173",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","1,220,000","35.4"
"174",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","6,605,000","38.2"
"175",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","394,633,000","17.2"
"176",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","-71,410,000","-47.8"
"177",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","154,553,000","5.1"
"178",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","-3,775,000","-23.7"
"179",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","133,742,000","14.5"
"180",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","-17,145,000","-18.6"
"181",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","1,367,000","(H)"
"182",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF OPERATIONS - NET INCOME"," MEASURED IN $","TOTAL","NOT SPECIFIED","2,354,440,000","8.2"
"183",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (1,000 TO 4,999 $)","23,056,000","10.0"
"184",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (10,000 TO 24,999 $)","133,191,000","8.7"
"185",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (25,000 TO 49,999 $)","132,360,000","9.6"
"186",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (5,000 TO 9,999 $)","49,116,000","9.0"
"187",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (50,000 OR MORE $)","758,630,000","8.3"
"188",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","NET LOSS","NET LOSS: (LESS THAN 1,000 $)","715,000","9.4"
"189",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - LOSS"," MEASURED IN $","TOTAL","NOT SPECIFIED","1,097,068,000","7.0"
"190",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","306,493,000","20.2"
"191",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","4,045,000","(H)"
"192",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","192,224,000","55.2"
"193",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","66,343,000","23.4"
"194",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","44,154,000","29.0"
"195",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","82,161,000","27.0"
"196",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","971,452,000","6.9"
"197",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","79,781,000","11.5"
"198",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","123,693,000","34.2"
"199",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","108,651,000","17.7"
"200",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","189,513,000","26.5"
"201",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","63,683,000","28.3"
"202",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","-50,885,000","-13.1"
"203",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","2,417,319,000","5.9"
"204",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","-48,091,000","-29.4"
"205",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","22,755,000","88.3"
"206",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","-49,325,000","-12.9"
"207",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","-21,228,000","-68.9"
"208",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","96,240,000","25.8"
"209",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","-44,111,000","-25.5"
"210",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","17,892,000","83.8"
"211",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","116,503,000","29.5"
"212",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","-224,874,000","-23.0"
"213",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","-50,454,000","-12.5"
"214",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","2,412,574,000","5.9"
"215",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","-48,346,000","-29.4"
"216",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","26,361,000","84.0"
"217",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","-47,600,000","-14.8"
"218",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","-21,079,000","-64.5"
"219",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","104,151,000","25.0"
"220",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","-44,896,000","-25.2"
"221",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","16,917,000","83.8"
"222",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","108,718,000","34.0"
"223",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","-224,155,000","-23.9"
"224",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","7,743,000","(H)"
"225",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","462,096,000","9.7"
"226",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","248,349,000","11.7"
"227",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","1,031,835,000","14.0"
"228",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","399,019,000","17.6"
"229",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","1,230,000","35.2"
"230",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","1,425,000","(H)"
"231",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","396,363,000","17.3"
"232",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","-73,456,000","-45.0"
"233",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","156,104,000","5.0"
"234",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","-3,760,000","-23.8"
"235",2022,"FLORIDA","12","INCOME, NET CASH FARM","INCOME"," NET CASH FARM"," OF PRODUCERS - NET INCOME"," MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","19,516,000","30.8"
